Image,Valences
E02_CT_N_c01.jpg,0.0
E02_CT_N_c02.jpg,0.0006249999999999
E02_CT_N_c03.jpg,0.0146875
E02_CT_N_c04.jpg,0.068125
E02_CT_N_c05.jpg,0.0849999999999999
E02_CT_N_c06.jpg,0.056875
E02_CT_N_c07.jpg,-0.05625
E02_CT_N_c08.jpg,-0.0346875
E02_CT_N_c09.jpg,-0.0603125
E02_CT_N_c10.jpg,-0.0428124999999999
E02_CT_N_c11.jpg,-0.0728125
E02_CT_N_c12.jpg,-0.0271875
E02_CT_N_c13.jpg,-0.008125
E02_CT_N_c14.jpg,-0.004375
E02_CT_N_c15.jpg,-0.0446875
E02_CT_N_c16.jpg,-0.0849999999999999
E02_CT_N_c17.jpg,-0.0425
E02_CT_N_c18.jpg,-0.0896875
E02_CT_N_c19.jpg,-0.105625
E02_CT_N_c20.jpg,-0.1590625
E02_CT_N_c21.jpg,-0.2121875
E02_CT_N_c22.jpg,-0.135
E02_CT_N_c23.jpg,-0.1396875
E02_CT_N_c24.jpg,-0.1328125
E02_CT_N_c25.jpg,-0.125
