Image,Valences
E14_CT_M_c01.jpg,0.0
E14_CT_M_c02.jpg,-0.0099999999999999
E14_CT_M_c03.jpg,-0.0331818181818181
E14_CT_M_c04.jpg,-0.0113636363636363
E14_CT_M_c05.jpg,0.0377272727272727
E14_CT_M_c06.jpg,0.0788636363636363
E14_CT_M_c07.jpg,-0.0268181818181818
E14_CT_M_c08.jpg,-0.1065909090909091
E14_CT_M_c09.jpg,-0.0727272727272727
E14_CT_M_c10.jpg,-0.1445454545454545
E14_CT_M_c11.jpg,-0.1406818181818182
E14_CT_M_c12.jpg,-0.1629545454545454
E14_CT_M_c13.jpg,-0.0134090909090909
E14_CT_M_c14.jpg,0.0409090909090909
E14_CT_M_c15.jpg,0.0809090909090909
