Image,Valences
E14_CT_P_c01.jpg,0.0
E14_CT_P_c02.jpg,0.195
E14_CT_P_c03.jpg,0.1654545454545455
E14_CT_P_c04.jpg,0.2677272727272727
E14_CT_P_c05.jpg,0.2509090909090909
E14_CT_P_c06.jpg,0.3590909090909091
E14_CT_P_c07.jpg,0.3922727272727272
E14_CT_P_c08.jpg,0.3872727272727272
E14_CT_P_c09.jpg,0.3604545454545454
E14_CT_P_c10.jpg,0.3722727272727272
E14_CT_P_c11.jpg,0.3304545454545454
E14_CT_P_c12.jpg,0.3486363636363636
E14_CT_P_c13.jpg,0.3013636363636363
E14_CT_P_c14.jpg,0.3536363636363637
E14_CT_P_c15.jpg,0.3536363636363637
E14_CT_P_c16.jpg,0.3736363636363636
E14_CT_P_c17.jpg,0.3595454545454545
E14_CT_P_c18.jpg,0.3349999999999999
E14_CT_P_c19.jpg,0.3313636363636363
E14_CT_P_c20.jpg,0.3313636363636363
E14_CT_P_c21.jpg,0.3568181818181818
E14_CT_P_c22.jpg,0.3709090909090908
E14_CT_P_c23.jpg,0.4045454545454545
E14_CT_P_c24.jpg,0.4649999999999999
