Image,Valences
E10_CT_N_c01.jpg,0.0
E10_CT_N_c02.jpg,0.0445454545454545
E10_CT_N_c03.jpg,0.1386363636363636
E10_CT_N_c04.jpg,0.1872727272727272
E10_CT_N_c05.jpg,0.2972727272727273
E10_CT_N_c06.jpg,0.1245454545454545
E10_CT_N_c07.jpg,0.1745454545454545
E10_CT_N_c08.jpg,0.1331818181818181
E10_CT_N_c09.jpg,0.1518181818181818
E10_CT_N_c10.jpg,0.1927272727272727
E10_CT_N_c11.jpg,0.25
E10_CT_N_c12.jpg,0.2390909090909091
E10_CT_N_c13.jpg,0.2159090909090909
E10_CT_N_c14.jpg,0.1513636363636363
E10_CT_N_c15.jpg,0.0799999999999999
E10_CT_N_c16.jpg,0.1459090909090908
E10_CT_N_c17.jpg,0.1722727272727272
E10_CT_N_c18.jpg,0.1959090909090909
E10_CT_N_c19.jpg,0.1377272727272727
E10_CT_N_c20.jpg,0.1072727272727272
