Image,Valences
E03_CT_N_c01.jpg,-0.0408333333333333
E03_CT_N_c02.jpg,0.0508333333333333
E03_CT_N_c03.jpg,0.0625
E03_CT_N_c04.jpg,0.0591666666666666
E03_CT_N_c05.jpg,0.0270833333333333
E03_CT_N_c06.jpg,-0.17
E03_CT_N_c07.jpg,-0.3220833333333333
E03_CT_N_c08.jpg,-0.2875
E03_CT_N_c09.jpg,-0.2941666666666666
E03_CT_N_c10.jpg,-0.3812499999999999
E03_CT_N_c11.jpg,-0.3195833333333333
E03_CT_N_c12.jpg,-0.4004166666666666
E03_CT_N_c13.jpg,-0.4295833333333334
E03_CT_N_c14.jpg,-0.3383333333333334
E03_CT_N_c15.jpg,-0.28125
E03_CT_N_c16.jpg,-0.3604166666666666
E03_CT_N_c17.jpg,-0.33375
