Image,Valences
E07_CT_N_c01.jpg,0.0
E07_CT_N_c02.jpg,-0.0561111111111111
E07_CT_N_c03.jpg,-0.0561111111111111
E07_CT_N_c04.jpg,-0.0561111111111111
E07_CT_N_c05.jpg,-0.0561111111111111
E07_CT_N_c06.jpg,-0.0572222222222222
E07_CT_N_c07.jpg,-0.1583333333333333
E07_CT_N_c08.jpg,-0.1794444444444444
E07_CT_N_c09.jpg,-0.2483333333333333
E07_CT_N_c10.jpg,-0.2305555555555555
E07_CT_N_c11.jpg,-0.3722222222222222
E07_CT_N_c12.jpg,-0.4666666666666667
E07_CT_N_c13.jpg,-0.47
E07_CT_N_c14.jpg,-0.5094444444444445
E07_CT_N_c15.jpg,-0.4688888888888888
E07_CT_N_c16.jpg,-0.4838888888888889
E07_CT_N_c17.jpg,-0.4877777777777778
E07_CT_N_c18.jpg,-0.5527777777777778
E07_CT_N_c19.jpg,-0.7755555555555556
E07_CT_N_c20.jpg,-0.7755555555555556
E07_CT_N_c21.jpg,-0.6416666666666667
E07_CT_N_c22.jpg,-0.5894444444444445
E07_CT_N_c23.jpg,-0.5533333333333333
E07_CT_N_c24.jpg,-0.5533333333333333
E07_CT_N_c25.jpg,-0.5533333333333333
E07_CT_N_c26.jpg,-0.5266666666666667
E07_CT_N_c27.jpg,-0.6644444444444445
E07_CT_N_c28.jpg,-0.741111111111111
E07_CT_N_c29.jpg,-0.6672222222222223
