Image,Valences
E15_CT_P_c01.jpg,0.0
E15_CT_P_c02.jpg,-0.0333333333333333
E15_CT_P_c03.jpg,-0.1149999999999999
E15_CT_P_c04.jpg,-0.2611111111111111
E15_CT_P_c05.jpg,-0.2527777777777777
E15_CT_P_c06.jpg,-0.3555555555555555
E15_CT_P_c07.jpg,-0.3566666666666667
E15_CT_P_c08.jpg,-0.321111111111111
E15_CT_P_c09.jpg,-0.1805555555555555
E15_CT_P_c10.jpg,-0.2272222222222222
E15_CT_P_c11.jpg,-0.1294444444444444
E15_CT_P_c12.jpg,-0.2
E15_CT_P_c13.jpg,-0.1394444444444444
E15_CT_P_c14.jpg,-0.1861111111111111
E15_CT_P_c15.jpg,-0.1733333333333333
E15_CT_P_c16.jpg,-0.2055555555555555
E15_CT_P_c17.jpg,-0.1038888888888888
E15_CT_P_c18.jpg,-0.2811111111111111
E15_CT_P_c19.jpg,-0.1949999999999999
E15_CT_P_c20.jpg,-0.2538888888888889
E15_CT_P_c21.jpg,-0.2327777777777777
E15_CT_P_c22.jpg,-0.3816666666666666
E15_CT_P_c23.jpg,-0.235
E15_CT_P_c24.jpg,-0.1699999999999999
