Image,Valences
E01_CT_M_c01.jpg,0.0
E01_CT_M_c02.jpg,-0.0497619047619047
E01_CT_M_c03.jpg,-0.0897619047619047
E01_CT_M_c04.jpg,-0.0442857142857142
E01_CT_M_c05.jpg,-0.1159523809523809
E01_CT_M_c06.jpg,-0.1109523809523809
E01_CT_M_c07.jpg,-0.1026190476190476
E01_CT_M_c08.jpg,-0.1699999999999999
E01_CT_M_c09.jpg,-0.1714285714285714
E01_CT_M_c10.jpg,-0.18
E01_CT_M_c11.jpg,-0.2359523809523809
E01_CT_M_c12.jpg,-0.0333333333333333
E01_CT_M_c13.jpg,0.0780952380952381
E01_CT_M_c14.jpg,0.2166666666666666
