Image,Valences
E10_CT_P_c01.jpg,0.0
E10_CT_P_c02.jpg,-0.0476470588235294
E10_CT_P_c03.jpg,-0.0370588235294117
E10_CT_P_c04.jpg,-0.0473529411764705
E10_CT_P_c05.jpg,0.055
E10_CT_P_c06.jpg,0.1508823529411765
E10_CT_P_c07.jpg,0.1952941176470588
E10_CT_P_c08.jpg,0.2094117647058823
E10_CT_P_c09.jpg,0.303235294117647
E10_CT_P_c10.jpg,0.3055882352941176
E10_CT_P_c11.jpg,0.3255882352941177
E10_CT_P_c12.jpg,0.3705882352941176
E10_CT_P_c13.jpg,0.3058823529411764
E10_CT_P_c14.jpg,0.2691176470588235
E10_CT_P_c15.jpg,0.2844117647058823
E10_CT_P_c16.jpg,0.2779411764705882
