Image,Valences
E08_CT_M_c01.jpg,0.0
E08_CT_M_c02.jpg,0.0
E08_CT_M_c03.jpg,-0.0006666666666666
E08_CT_M_c04.jpg,-0.0373333333333333
E08_CT_M_c05.jpg,0.0933333333333333
E08_CT_M_c06.jpg,0.0973333333333333
E08_CT_M_c07.jpg,0.1453333333333333
E08_CT_M_c08.jpg,0.2659999999999999
E08_CT_M_c09.jpg,0.239
E08_CT_M_c10.jpg,0.279
E08_CT_M_c11.jpg,0.2823333333333332
E08_CT_M_c12.jpg,0.3216666666666667
E08_CT_M_c13.jpg,0.3296666666666666
E08_CT_M_c14.jpg,0.3460000000000001
E08_CT_M_c15.jpg,0.3856666666666666
E08_CT_M_c16.jpg,0.408
