Image,Valences
E03_CT_M_c01.jpg,0.0
E03_CT_M_c02.jpg,-0.1333333333333333
E03_CT_M_c03.jpg,-0.211
E03_CT_M_c04.jpg,-0.3043333333333333
E03_CT_M_c05.jpg,-0.3003333333333333
E03_CT_M_c06.jpg,-0.3116666666666667
E03_CT_M_c07.jpg,-0.332
E03_CT_M_c08.jpg,-0.3233333333333333
E03_CT_M_c09.jpg,-0.2886666666666667
E03_CT_M_c10.jpg,-0.2336666666666666
E03_CT_M_c11.jpg,-0.2323333333333333
E03_CT_M_c12.jpg,-0.2323333333333333
E03_CT_M_c13.jpg,-0.2323333333333333
E03_CT_M_c14.jpg,-0.2323333333333333
E03_CT_M_c15.jpg,-0.208
E03_CT_M_c16.jpg,-0.2673333333333333
E03_CT_M_c17.jpg,-0.2343333333333332
E03_CT_M_c18.jpg,-0.2436666666666666
E03_CT_M_c19.jpg,-0.1969999999999999
E03_CT_M_c20.jpg,-0.194
E03_CT_M_c21.jpg,-0.144
E03_CT_M_c22.jpg,-0.1266666666666666
E03_CT_M_c23.jpg,-0.1426666666666666
