Image,Valences
E17_CT_P_c01.jpg,0.0
E17_CT_P_c02.jpg,0.1390909090909091
E17_CT_P_c03.jpg,0.425
E17_CT_P_c04.jpg,0.4395454545454546
E17_CT_P_c05.jpg,0.4768181818181818
E17_CT_P_c06.jpg,0.5304545454545454
E17_CT_P_c07.jpg,0.4945454545454545
E17_CT_P_c08.jpg,0.480909090909091
E17_CT_P_c09.jpg,0.5004545454545455
E17_CT_P_c10.jpg,0.530909090909091
E17_CT_P_c11.jpg,0.5986363636363636
E17_CT_P_c12.jpg,0.5959090909090909
E17_CT_P_c13.jpg,0.6263636363636365
E17_CT_P_c14.jpg,0.6377272727272728
E17_CT_P_c15.jpg,0.6136363636363636
E17_CT_P_c16.jpg,0.6736363636363637
