Image,Valences
E19_CT_P_c01.jpg,0.0
E19_CT_P_c02.jpg,0.0909090909090909
E19_CT_P_c03.jpg,0.0645454545454545
E19_CT_P_c04.jpg,0.115
E19_CT_P_c05.jpg,0.1472727272727272
E19_CT_P_c06.jpg,0.2286363636363636
E19_CT_P_c07.jpg,0.2831818181818182
E19_CT_P_c08.jpg,0.3772727272727272
E19_CT_P_c09.jpg,0.3522727272727273
E19_CT_P_c10.jpg,0.2327272727272727
E19_CT_P_c11.jpg,0.2831818181818181
E19_CT_P_c12.jpg,0.32
E19_CT_P_c13.jpg,0.3904545454545454
E19_CT_P_c14.jpg,0.3595454545454545
E19_CT_P_c15.jpg,0.2499999999999999
E19_CT_P_c16.jpg,0.2590909090909091
