Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E17_CT_N_c01.jpg,0.0,0.0,0.34,0.0,0.97,0.0,1.57,0.55,0.0,0.0,0.0,0.0
E17_CT_N_c02.jpg,0.0,0.0,0.8,0.0,0.22,0.12,0.93,0.03,0.0,0.0,0.0,0.0
E17_CT_N_c03.jpg,0.0,0.0,0.96,0.0,0.95,0.6,0.92,1.21,0.0,0.0,0.0,0.0
E17_CT_N_c04.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.48,0.0,0.0,0.0,0.0
E17_CT_N_c05.jpg,0.0,0.0,0.81,0.0,0.1,0.0,0.93,0.44,0.0,0.0,0.0,0.0
E17_CT_N_c06.jpg,0.0,0.0,0.56,0.0,0.0,0.0,0.73,1.31,0.0,0.0,0.0,0.0
E17_CT_N_c07.jpg,0.0,0.0,0.31,0.0,0.27,0.0,0.81,0.04,0.0,0.0,0.0,0.0
E17_CT_N_c08.jpg,0.0,0.0,1.08,0.0,0.0,0.25,0.18,0.32,0.0,0.0,0.0,0.0
E17_CT_N_c09.jpg,0.0,0.0,0.75,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0
E17_CT_N_c10.jpg,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E17_CT_N_c11.jpg,0.0,0.0,1.07,0.0,0.36,0.58,0.75,0.5,0.0,0.0,0.0,0.0
E17_CT_N_c12.jpg,0.0,0.0,2.2,0.0,0.02,1.05,0.49,0.78,0.0,0.0,0.0,0.0
E17_CT_N_c13.jpg,0.0,0.0,0.86,0.0,0.0,0.0,1.23,0.56,0.0,0.0,0.0,0.0
E17_CT_N_c14.jpg,0.0,0.0,0.89,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
E17_CT_N_c15.jpg,0.0,0.0,0.8,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0
E17_CT_N_c16.jpg,0.0,0.0,0.41,0.0,0.44,0.18,1.3,0.94,0.0,0.0,0.0,0.0
E17_CT_N_c17.jpg,0.0,0.0,2.33,0.0,1.6,2.16,2.01,0.43,0.0,0.0,0.0,0.0
E17_CT_N_c18.jpg,0.0,0.0,0.39,0.0,0.65,0.0,0.91,0.13,0.0,0.0,0.0,0.0
E17_CT_N_c19.jpg,0.0,0.0,0.31,0.0,0.14,0.0,1.41,0.88,0.0,0.0,0.0,0.0
E17_CT_N_c20.jpg,0.0,0.0,0.83,0.0,0.93,0.0,1.55,0.29,0.0,0.0,0.0,0.0
