Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E09_CT_P_c01.jpg,0.0,0.0,0.0,0.0,0.48,0.0,1.48,2.15,0.0,0.0,0.0,0.0
E09_CT_P_c02.jpg,0.0,0.0,0.41,0.0,0.0,0.0,1.27,2.19,0.0,0.0,0.0,0.0
E09_CT_P_c03.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0
E09_CT_P_c04.jpg,0.0,0.0,0.41,0.0,0.0,0.0,0.34,1.6,0.0,0.0,0.0,0.0
E09_CT_P_c05.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.73,1.48,0.0,0.0,0.0,0.0
E09_CT_P_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.78,0.0,0.0,0.0,0.0
E09_CT_P_c07.jpg,0.0,0.0,1.18,0.0,0.6,0.26,0.45,0.89,0.0,0.0,0.0,0.0
E09_CT_P_c08.jpg,0.0,0.0,1.35,0.0,0.46,0.0,0.22,1.21,0.0,0.0,0.0,0.0
E09_CT_P_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
E09_CT_P_c10.jpg,0.0,0.0,0.41,0.0,0.08,0.0,0.42,1.09,0.0,0.0,0.0,0.0
E09_CT_P_c11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.29,0.0,0.0,0.0,0.0
E09_CT_P_c12.jpg,0.0,0.0,0.09,0.0,0.33,0.0,0.82,1.24,0.0,0.0,0.0,0.0
E09_CT_P_c13.jpg,0.0,0.0,0.22,0.0,0.13,0.0,0.96,1.22,0.0,0.0,0.0,0.0
E09_CT_P_c14.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.26,0.0,0.0,0.0,0.0
