Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E01_CT_M_c01.jpg,0.0,0.0,0.41,0.0,0.41,0.0,0.88,1.6,0.0,0.0,0.0,0.0
E01_CT_M_c02.jpg,0.0,0.0,0.0,0.0,0.36,0.0,1.65,1.61,0.0,0.0,0.0,0.0
E01_CT_M_c03.jpg,0.0,0.0,0.73,0.0,0.26,0.37,0.97,1.2,0.0,0.0,0.0,0.0
E01_CT_M_c04.jpg,0.0,0.0,0.58,0.0,2.0,0.0,2.32,1.64,0.0,0.0,0.0,0.0
E01_CT_M_c05.jpg,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.12,0.0,0.0,0.0,0.0
E01_CT_M_c06.jpg,0.0,0.0,0.0,0.0,0.08,0.0,0.23,0.02,0.0,0.0,0.0,0.0
E01_CT_M_c07.jpg,0.0,0.0,0.0,0.0,0.65,0.0,0.68,0.71,0.0,0.0,0.0,0.0
E01_CT_M_c08.jpg,0.0,0.0,0.05,0.0,0.15,0.0,0.49,0.73,0.0,0.0,0.0,0.0
E01_CT_M_c09.jpg,0.0,0.0,0.22,0.0,0.46,0.0,0.66,0.9,0.0,0.0,0.0,0.0
E01_CT_M_c10.jpg,0.0,0.0,0.29,0.0,0.38,0.0,0.58,0.9,0.0,0.0,0.0,0.0
E01_CT_M_c11.jpg,0.0,0.0,0.0,0.0,0.06,0.0,0.87,0.38,0.0,0.0,0.0,0.0
E01_CT_M_c12.jpg,0.0,0.0,0.36,0.0,1.22,0.23,1.8,1.87,0.0,0.0,0.0,0.0
E01_CT_M_c13.jpg,0.0,0.0,0.14,0.0,1.26,0.0,1.68,1.38,0.0,0.0,0.0,0.0
E01_CT_M_c14.jpg,0.0,0.0,0.61,0.0,1.44,0.0,2.03,1.37,0.0,0.0,0.0,0.0
