Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E17_CT_P_c01.jpg,0.0,0.0,0.68,0.0,0.45,0.67,0.98,0.46,0.0,0.0,0.0,0.0
E17_CT_P_c02.jpg,0.0,0.0,0.0,0.0,2.06,1.29,1.44,0.74,0.0,0.0,0.0,0.0
E17_CT_P_c03.jpg,0.0,0.0,0.55,0.0,0.72,1.11,1.02,0.48,0.0,0.0,0.0,0.0
E17_CT_P_c04.jpg,0.0,0.0,0.84,0.0,0.25,0.0,1.03,0.44,0.0,0.0,0.0,0.0
E17_CT_P_c05.jpg,0.0,0.0,1.71,0.0,1.16,0.63,2.14,1.01,0.0,0.0,0.0,0.0
E17_CT_P_c06.jpg,0.0,0.0,1.05,0.0,1.23,0.87,1.68,0.98,0.0,0.0,0.0,0.0
E17_CT_P_c07.jpg,0.0,0.0,0.64,0.0,0.08,0.29,1.18,0.73,0.0,0.0,0.0,0.0
E17_CT_P_c08.jpg,0.0,0.0,0.21,0.0,1.4,0.0,2.43,1.66,0.0,0.0,0.0,0.0
E17_CT_P_c09.jpg,0.0,0.0,0.54,0.0,0.77,1.16,1.55,1.01,0.0,0.0,0.0,0.0
E17_CT_P_c10.jpg,0.0,0.0,1.18,0.0,1.03,0.55,1.51,0.89,0.0,0.0,0.0,0.0
E17_CT_P_c11.jpg,0.0,0.0,1.37,0.0,1.02,0.78,1.17,0.65,0.0,0.0,0.0,0.0
E17_CT_P_c12.jpg,0.0,0.0,0.0,0.0,0.64,0.17,2.06,1.44,0.0,0.0,0.0,0.0
E17_CT_P_c13.jpg,0.0,0.0,0.89,0.0,0.6,0.0,1.59,0.17,0.0,0.0,0.0,0.0
E17_CT_P_c14.jpg,0.0,0.0,2.65,0.0,0.18,1.55,0.67,0.17,0.0,0.0,0.0,0.0
E17_CT_P_c15.jpg,0.0,0.0,1.82,0.0,0.0,1.08,0.32,0.54,0.0,0.0,0.0,0.0
E17_CT_P_c16.jpg,0.0,0.0,0.81,0.0,0.59,0.38,0.92,0.03,0.0,0.0,0.0,0.0
