Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E06_CT_N_c01.jpg,0.0,0.0,0.62,0.0,1.38,0.0,2.41,2.55,0.0,0.0,0.0,0.0
E06_CT_N_c02.jpg,0.0,0.0,0.74,0.0,0.98,0.0,1.68,2.0,0.0,0.0,0.0,0.0
E06_CT_N_c03.jpg,0.0,0.0,0.44,0.0,0.13,0.0,0.62,1.32,0.0,0.0,0.0,0.0
E06_CT_N_c04.jpg,0.0,0.0,0.19,0.0,0.36,0.0,0.94,1.57,0.0,0.0,0.0,0.0
E06_CT_N_c05.jpg,0.0,0.0,0.4,0.0,0.0,0.0,0.39,0.77,0.0,0.0,0.0,0.0
E06_CT_N_c06.jpg,0.0,0.0,0.61,0.0,0.0,0.0,0.59,1.12,0.0,0.0,0.0,0.0
E06_CT_N_c07.jpg,0.0,0.0,0.17,0.0,0.01,0.0,0.91,1.91,0.0,0.0,0.0,0.0
E06_CT_N_c08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.41,0.0,0.0,0.0,0.0
E06_CT_N_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
E06_CT_N_c10.jpg,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0
E06_CT_N_c11.jpg,0.0,0.0,0.61,0.0,0.48,0.0,0.66,1.33,0.0,0.0,0.0,0.0
E06_CT_N_c12.jpg,0.0,0.0,0.67,0.0,0.34,0.0,0.95,1.89,0.0,0.0,0.0,0.0
E06_CT_N_c13.jpg,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
E06_CT_N_c14.jpg,0.0,0.0,0.41,0.0,0.24,0.0,0.65,1.75,0.0,0.0,0.0,0.0
E06_CT_N_c15.jpg,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0
E06_CT_N_c16.jpg,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.59,0.0,0.0,0.0,0.0
