Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E06_CT_M_c01.jpg,0.0,0.0,0.4,0.0,1.1,0.0,1.5,1.76,0.0,0.0,0.0,0.0
E06_CT_M_c02.jpg,0.0,0.0,0.22,0.0,1.17,1.16,1.35,1.7,0.0,0.0,0.0,0.0
E06_CT_M_c03.jpg,0.0,0.0,0.5,0.0,0.18,0.0,0.73,1.29,0.0,0.0,0.0,0.0
E06_CT_M_c04.jpg,0.0,0.0,0.68,0.0,0.0,0.0,0.32,0.85,0.0,0.0,0.0,0.0
E06_CT_M_c05.jpg,0.0,0.0,0.68,0.0,1.84,0.0,2.66,2.35,0.0,0.0,0.0,0.0
E06_CT_M_c06.jpg,0.0,0.0,1.54,0.0,2.06,0.34,2.64,1.68,0.0,0.0,0.0,0.0
E06_CT_M_c07.jpg,0.0,0.0,0.94,0.0,2.15,0.0,2.11,2.32,0.0,0.0,0.0,0.0
E06_CT_M_c08.jpg,0.0,0.0,0.21,0.0,1.24,0.6,1.87,1.88,0.0,0.0,0.0,0.0
E06_CT_M_c09.jpg,0.0,0.0,1.08,0.0,1.7,1.22,2.14,2.66,0.0,0.0,0.0,0.0
E06_CT_M_c10.jpg,0.0,0.0,0.57,0.0,0.81,0.0,1.07,1.75,0.0,0.0,0.0,0.0
E06_CT_M_c11.jpg,0.0,0.0,1.01,0.0,1.01,0.0,1.55,1.49,0.0,0.0,0.0,0.0
E06_CT_M_c12.jpg,0.0,0.0,0.88,0.0,1.35,0.0,2.1,2.18,0.0,0.0,0.0,0.0
E06_CT_M_c13.jpg,0.0,0.0,0.04,0.0,0.16,0.0,0.6,1.09,0.0,0.0,0.0,0.0
