Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E02_CT_P_c01.jpg,0.0,0.0,2.06,0.0,0.0,0.93,1.54,0.89,0.0,0.0,0.0,0.0
E02_CT_P_c02.jpg,0.0,0.0,3.0,0.0,0.0,1.23,1.38,1.39,0.0,0.0,0.0,0.0
E02_CT_P_c03.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.27,1.03,0.0,0.0,0.0,0.0
E02_CT_P_c04.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_P_c05.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_P_c06.jpg,0.0,0.0,2.86,0.0,0.0,0.21,1.23,1.74,0.0,0.0,0.0,0.0
E02_CT_P_c07.jpg,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
E02_CT_P_c08.jpg,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_P_c09.jpg,0.0,0.0,1.83,0.0,0.0,1.34,1.57,1.4,0.0,0.0,0.0,0.0
E02_CT_P_c10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_P_c11.jpg,0.0,0.0,2.43,0.0,0.0,2.25,1.1,1.25,0.0,0.0,0.0,0.0
E02_CT_P_c12.jpg,0.0,0.0,1.55,0.0,0.0,0.0,1.04,1.66,0.0,0.0,0.0,0.0
E02_CT_P_c13.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_P_c14.jpg,0.0,0.0,2.01,0.0,0.0,0.47,0.69,0.97,0.0,0.0,0.0,0.0
E02_CT_P_c15.jpg,0.0,0.0,1.6,0.0,0.0,2.19,1.15,0.27,0.0,0.0,0.0,0.0
E02_CT_P_c16.jpg,0.0,0.0,2.16,0.0,0.12,1.24,1.0,1.1,0.0,0.0,0.0,0.0
E02_CT_P_c17.jpg,0.0,0.0,2.76,0.0,0.0,2.59,1.02,0.56,0.0,0.0,0.0,0.0
E02_CT_P_c18.jpg,0.0,0.0,3.06,0.0,0.0,2.34,0.61,2.2,0.0,0.0,0.0,0.0
E02_CT_P_c19.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
