Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E04_CT_P_c01.jpg,0.0,0.0,0.15,0.0,0.53,0.0,1.32,1.12,0.0,0.0,0.0,0.0
E04_CT_P_c06.jpg,0.0,0.0,0.0,0.0,0.57,0.0,2.27,1.48,0.0,0.0,0.0,0.0
E04_CT_P_c11.jpg,0.0,0.0,0.3,0.0,1.01,0.0,2.91,1.48,0.0,0.0,0.0,0.0
E04_CT_P_c16.jpg,0.0,0.0,0.32,0.0,0.63,0.0,1.72,1.48,0.0,0.0,0.0,0.0
E04_CT_P_c21.jpg,0.0,0.0,0.0,0.0,1.71,0.0,2.85,1.75,0.0,0.0,0.0,0.0
E04_CT_P_c26.jpg,0.0,0.0,0.6,0.0,2.09,0.71,2.58,1.85,0.0,0.0,0.0,0.0
E04_CT_P_c31.jpg,0.0,0.0,0.46,0.0,0.47,0.03,1.9,2.29,0.0,0.0,0.0,0.0
E04_CT_P_c36.jpg,0.0,0.0,0.6,0.0,1.22,0.0,2.92,1.72,0.0,0.0,0.0,0.0
E04_CT_P_c41.jpg,0.0,0.0,0.68,0.0,0.7,0.05,1.47,1.02,0.0,0.0,0.0,0.0
E04_CT_P_c46.jpg,0.0,0.0,0.75,0.0,1.38,0.0,2.8,1.82,0.0,0.0,0.0,0.0
E04_CT_P_c51.jpg,0.0,0.0,0.96,0.0,0.35,0.0,1.07,1.02,0.0,0.0,0.0,0.0
E04_CT_P_c56.jpg,0.0,0.0,0.0,0.0,0.97,0.0,2.93,1.6,0.0,0.0,0.0,0.0
E04_CT_P_c61.jpg,0.0,0.0,0.0,0.0,0.59,0.0,1.82,1.78,0.0,0.0,0.0,0.0
E04_CT_P_c66.jpg,0.0,0.0,0.71,0.0,1.88,0.23,2.73,2.3,0.0,0.0,0.0,0.0
E04_CT_P_c71.jpg,0.0,0.0,0.62,0.0,0.94,0.0,2.42,2.02,0.0,0.0,0.0,0.0
E04_CT_P_c76.jpg,0.0,0.0,0.84,0.0,1.39,0.54,2.22,2.28,0.0,0.0,0.0,0.0
E04_CT_P_c81.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E04_CT_P_c86.jpg,0.0,0.0,0.24,0.0,0.0,0.0,1.09,1.97,0.0,0.0,0.0,0.0
