Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E16_CT_M_c01.jpg,0.0,0.0,1.31,0.0,0.69,0.0,0.62,1.42,0.0,0.0,0.0,0.0
E16_CT_M_c02.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.43,0.0,0.0,0.0,0.0
E16_CT_M_c03.jpg,0.0,0.0,2.1,0.0,0.65,1.85,1.13,1.06,0.0,0.0,0.0,0.0
E16_CT_M_c04.jpg,0.0,0.0,1.47,0.0,0.0,0.0,0.52,0.68,0.0,0.0,0.0,0.0
E16_CT_M_c05.jpg,0.0,0.0,1.07,0.0,0.0,0.0,0.36,2.11,0.0,0.0,0.0,0.0
E16_CT_M_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.53,0.04,0.74,0.0,0.0,0.0,0.0
E16_CT_M_c07.jpg,0.0,0.0,1.45,0.0,0.0,0.0,0.19,0.77,0.0,0.0,0.0,0.0
E16_CT_M_c08.jpg,0.0,0.0,0.72,0.0,0.0,0.0,0.42,1.25,0.0,0.0,0.0,0.0
E16_CT_M_c09.jpg,0.0,0.0,0.15,0.0,0.0,0.0,0.59,1.15,0.0,0.0,0.0,0.0
E16_CT_M_c10.jpg,0.0,0.0,0.0,0.0,0.76,0.74,1.24,0.6,0.0,0.0,0.0,0.0
