Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E17_CT_M_c01.jpg,0.0,0.0,0.69,0.0,0.14,0.0,1.38,0.15,0.0,0.0,0.0,0.0
E17_CT_M_c02.jpg,0.0,0.0,0.39,0.0,0.4,0.32,1.68,0.46,0.0,0.0,0.0,0.0
E17_CT_M_c03.jpg,0.0,0.0,0.23,0.0,0.98,0.0,2.28,1.29,0.0,0.0,0.0,0.0
E17_CT_M_c04.jpg,0.0,0.0,0.0,0.0,0.66,0.0,1.95,0.18,0.0,0.0,0.0,0.0
E17_CT_M_c05.jpg,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E17_CT_M_c06.jpg,0.0,0.0,0.23,0.0,1.25,1.18,1.86,0.24,0.0,0.0,0.0,0.0
E17_CT_M_c07.jpg,0.0,0.0,0.88,0.0,0.35,0.0,1.44,0.31,0.0,0.0,0.0,0.0
E17_CT_M_c08.jpg,0.0,0.0,0.95,0.0,1.15,2.56,0.99,0.46,0.0,0.0,0.0,0.0
E17_CT_M_c09.jpg,0.0,0.0,0.36,0.0,0.44,0.0,0.94,0.0,0.0,0.0,0.0,0.0
E17_CT_M_c10.jpg,0.0,0.0,1.77,0.0,0.26,1.02,0.6,0.36,0.0,0.0,0.0,0.0
E17_CT_M_c11.jpg,0.0,0.0,1.48,0.0,1.42,1.37,2.94,0.51,0.0,0.0,0.0,0.0
E17_CT_M_c12.jpg,0.0,0.0,0.72,0.0,0.68,0.0,1.36,0.03,0.0,0.0,0.0,0.0
