Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E09_CT_M_c01.jpg,0.0,0.0,0.69,0.0,0.7,0.33,0.39,1.6,0.0,0.0,0.0,0.0
E09_CT_M_c02.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.73,0.0,0.0,0.0,0.0
E09_CT_M_c03.jpg,0.0,0.0,0.52,0.0,1.17,0.0,0.65,0.0,0.0,0.0,0.0,0.0
E09_CT_M_c04.jpg,0.0,0.0,0.51,0.0,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0
E09_CT_M_c05.jpg,0.0,0.0,0.18,0.0,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0
E09_CT_M_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.11,0.37,0.84,0.0,0.0,0.0,0.0
E09_CT_M_c07.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0
E09_CT_M_c08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0
E09_CT_M_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0
E09_CT_M_c10.jpg,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.49,0.0,0.0,0.0,0.0
