Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E02_CT_M_c01.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c02.jpg,0.0,0.0,2.08,0.0,0.0,0.0,0.59,0.45,0.0,0.0,0.0,0.0
E02_CT_M_c03.jpg,0.0,0.0,2.53,0.0,0.0,1.56,0.88,0.68,0.0,0.0,0.0,0.0
E02_CT_M_c04.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c05.jpg,0.0,0.0,2.77,0.0,0.0,1.23,0.7,0.77,0.0,0.0,0.0,0.0
E02_CT_M_c06.jpg,0.0,0.0,2.78,0.0,0.0,1.58,0.65,0.74,0.0,0.0,0.0,0.0
E02_CT_M_c07.jpg,0.0,0.0,2.36,0.0,0.0,2.12,0.73,0.96,0.0,0.0,0.0,0.0
E02_CT_M_c08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c12.jpg,0.0,0.0,2.66,0.0,0.0,1.01,0.39,0.68,0.0,0.0,0.0,0.0
E02_CT_M_c13.jpg,0.0,0.0,2.0,0.0,0.0,0.0,0.35,0.41,0.0,0.0,0.0,0.0
E02_CT_M_c14.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c15.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c16.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c17.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c18.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c19.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c20.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c21.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c22.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_M_c23.jpg,0.0,0.0,2.14,0.0,0.0,1.02,0.61,0.57,0.0,0.0,0.0,0.0
E02_CT_M_c24.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
