Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E18_CT_N_c01.jpg,0.0,0.0,2.26,0.0,0.23,3.31,0.05,0.4,0.0,0.0,0.0,0.0
E18_CT_N_c02.jpg,0.0,0.0,1.15,0.0,0.2,2.01,0.59,0.88,0.0,0.0,0.0,0.0
E18_CT_N_c03.jpg,0.0,0.0,0.12,0.0,0.31,1.0,0.48,1.09,0.0,0.0,0.0,0.0
E18_CT_N_c04.jpg,0.0,0.0,0.0,0.0,0.88,1.33,0.0,0.0,0.0,0.0,0.0,0.0
E18_CT_N_c05.jpg,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
E18_CT_N_c06.jpg,0.0,0.0,0.77,0.0,0.33,1.84,0.15,0.63,0.0,0.0,0.0,0.0
E18_CT_N_c07.jpg,0.0,0.0,0.68,0.0,0.02,2.68,0.0,0.63,0.0,0.0,0.0,0.0
E18_CT_N_c08.jpg,0.0,0.0,1.36,0.0,1.19,3.8,0.91,1.25,0.0,0.0,0.0,0.0
E18_CT_N_c09.jpg,0.0,0.0,1.15,0.0,0.0,0.94,0.0,0.42,0.0,0.0,0.0,0.0
E18_CT_N_c10.jpg,0.0,0.0,0.88,0.0,0.0,0.79,0.0,0.11,0.0,0.0,0.0,0.0
E18_CT_N_c11.jpg,0.0,0.0,1.83,0.0,0.19,2.11,0.22,0.64,0.0,0.0,0.0,0.0
E18_CT_N_c12.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E18_CT_N_c13.jpg,0.0,0.0,1.86,0.0,0.0,2.9,0.01,0.0,0.0,0.0,0.0,0.0
E18_CT_N_c14.jpg,0.0,0.0,0.3,0.0,0.0,0.53,0.39,0.36,0.0,0.0,0.0,0.0
E18_CT_N_c15.jpg,0.0,0.0,0.1,0.0,0.67,1.69,0.85,1.06,0.0,0.0,0.0,0.0
E18_CT_N_c16.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E18_CT_N_c17.jpg,0.0,0.0,1.79,0.0,0.37,3.06,0.0,0.75,0.0,0.0,0.0,0.0
E18_CT_N_c18.jpg,0.0,0.0,0.78,0.0,0.32,2.39,0.0,0.0,0.0,0.0,0.0,0.0
