Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E11_CT_M_c01.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E11_CT_M_c02.jpg,0.0,0.0,0.0,0.0,0.62,0.32,1.31,0.0,0.0,0.0,0.0,0.0
E11_CT_M_c03.jpg,0.0,0.0,1.21,0.0,1.98,0.58,1.75,1.06,0.0,0.0,0.0,0.0
E11_CT_M_c04.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E11_CT_M_c05.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E11_CT_M_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E11_CT_M_c07.jpg,0.0,0.0,0.58,0.0,1.94,2.14,2.05,1.5,0.0,0.0,0.0,0.0
E11_CT_M_c08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E11_CT_M_c09.jpg,0.0,0.0,0.0,0.0,1.55,0.85,1.35,0.1,0.0,0.0,0.0,0.0
E11_CT_M_c10.jpg,0.0,0.0,0.17,0.0,1.94,1.86,1.97,0.84,0.0,0.0,0.0,0.0
E11_CT_M_c11.jpg,0.0,0.0,0.0,0.0,1.66,1.75,1.48,0.77,0.0,0.0,0.0,0.0
E11_CT_M_c12.jpg,0.0,0.0,0.0,0.0,1.73,2.63,2.33,1.76,0.0,0.0,0.0,0.0
