Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E15_CT_P_c01.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0
E15_CT_P_c02.jpg,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0
E15_CT_P_c03.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
E15_CT_P_c04.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
E15_CT_P_c05.jpg,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
E15_CT_P_c06.jpg,0.0,0.0,0.74,0.0,0.25,1.27,0.66,0.48,0.0,0.0,0.0,0.0
E15_CT_P_c07.jpg,0.0,0.0,0.24,0.0,0.1,0.28,0.11,0.0,0.0,0.0,0.0,0.0
E15_CT_P_c08.jpg,0.0,0.0,0.73,0.0,0.0,0.4,0.0,0.61,0.0,0.0,0.0,0.0
E15_CT_P_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
E15_CT_P_c10.jpg,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
E15_CT_P_c11.jpg,0.0,0.0,0.9,0.0,0.18,0.25,0.0,0.47,0.0,0.0,0.0,0.0
E15_CT_P_c12.jpg,0.0,0.0,0.53,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0
E15_CT_P_c13.jpg,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0
E15_CT_P_c14.jpg,0.0,0.0,1.42,0.0,0.0,0.75,0.0,0.51,0.0,0.0,0.0,0.0
E15_CT_P_c15.jpg,0.0,0.0,1.27,0.0,0.0,0.47,0.0,0.8,0.0,0.0,0.0,0.0
E15_CT_P_c16.jpg,0.0,0.0,2.02,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
E15_CT_P_c17.jpg,0.0,0.0,0.75,0.0,0.0,0.18,0.0,0.35,0.0,0.0,0.0,0.0
E15_CT_P_c18.jpg,0.0,0.0,2.23,0.0,0.73,0.05,1.38,0.93,0.0,0.0,0.0,0.0
E15_CT_P_c19.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0
E15_CT_P_c20.jpg,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
E15_CT_P_c21.jpg,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
E15_CT_P_c22.jpg,0.0,0.0,0.43,0.0,0.01,0.99,0.0,0.32,0.0,0.0,0.0,0.0
E15_CT_P_c23.jpg,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0
E15_CT_P_c24.jpg,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
