Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E15_CT_N_c01.jpg,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
E15_CT_N_c02.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0
E15_CT_N_c03.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
E15_CT_N_c04.jpg,0.0,0.0,0.27,0.0,0.0,0.34,0.0,0.47,0.0,0.0,0.0,0.0
E15_CT_N_c05.jpg,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
E15_CT_N_c06.jpg,0.0,0.0,0.76,0.0,0.85,2.67,0.54,0.0,0.0,0.0,0.0,0.0
E15_CT_N_c07.jpg,0.0,0.0,1.88,0.0,0.37,1.44,0.0,0.35,0.0,0.0,0.0,0.0
E15_CT_N_c08.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
E15_CT_N_c09.jpg,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
E15_CT_N_c10.jpg,0.0,0.0,0.61,0.0,0.0,0.28,0.0,0.21,0.0,0.0,0.0,0.0
E15_CT_N_c11.jpg,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E15_CT_N_c12.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E15_CT_N_c13.jpg,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0
E15_CT_N_c14.jpg,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
E15_CT_N_c15.jpg,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
E15_CT_N_c16.jpg,0.0,0.0,0.8,0.0,0.0,1.03,0.0,0.62,0.0,0.0,0.0,0.0
E15_CT_N_c17.jpg,0.0,0.0,1.17,0.0,0.98,2.8,0.09,0.0,0.0,0.0,0.0,0.0
E15_CT_N_c18.jpg,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0
E15_CT_N_c19.jpg,0.0,0.0,0.35,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
E15_CT_N_c20.jpg,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
E15_CT_N_c21.jpg,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0
