Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E09_CT_N_c01.jpg,0.0,0.0,0.02,0.0,0.3,0.0,0.96,0.41,0.0,0.0,0.0,0.0
E09_CT_N_c02.jpg,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0
E09_CT_N_c03.jpg,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.66,0.0,0.0,0.0,0.0
E09_CT_N_c04.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E09_CT_N_c05.jpg,0.0,0.0,0.48,0.0,0.0,0.14,0.0,0.42,0.0,0.0,0.0,0.0
E09_CT_N_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
E09_CT_N_c07.jpg,0.0,0.0,0.91,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E09_CT_N_c08.jpg,0.0,0.0,0.26,0.0,0.13,0.0,0.71,1.47,0.0,0.0,0.0,0.0
E09_CT_N_c09.jpg,0.0,0.0,0.56,0.0,0.22,0.0,0.0,0.64,0.0,0.0,0.0,0.0
E09_CT_N_c10.jpg,0.0,0.0,0.04,0.0,0.0,0.0,0.41,1.19,0.0,0.0,0.0,0.0
