Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E14_CT_M_c01.jpg,0.0,0.0,0.01,0.0,0.88,1.59,1.14,0.89,0.0,0.0,0.0,0.0
E14_CT_M_c02.jpg,0.0,0.0,0.24,0.0,0.0,0.0,0.07,0.65,0.0,0.0,0.0,0.0
E14_CT_M_c03.jpg,0.0,0.0,0.5,0.0,0.0,0.34,0.4,0.68,0.0,0.0,0.0,0.0
E14_CT_M_c04.jpg,0.0,0.0,1.42,0.0,0.5,0.87,1.13,1.76,0.0,0.0,0.0,0.0
E14_CT_M_c05.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E14_CT_M_c06.jpg,0.0,0.0,0.23,0.0,0.14,0.0,1.43,0.8,0.0,0.0,0.0,0.0
E14_CT_M_c07.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
E14_CT_M_c08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
E14_CT_M_c09.jpg,0.0,0.0,0.77,0.0,0.0,0.72,0.71,1.43,0.0,0.0,0.0,0.0
E14_CT_M_c10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E14_CT_M_c11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.54,0.0,0.0,0.0,0.0
E14_CT_M_c12.jpg,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.68,0.0,0.0,0.0,0.0
E14_CT_M_c13.jpg,0.0,0.0,0.0,0.0,0.06,0.0,0.88,0.81,0.0,0.0,0.0,0.0
E14_CT_M_c14.jpg,0.0,0.0,0.04,0.0,0.06,0.0,0.84,1.56,0.0,0.0,0.0,0.0
E14_CT_M_c15.jpg,0.0,0.0,0.26,0.0,1.29,0.79,1.9,1.68,0.0,0.0,0.0,0.0
