Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E13_CT_N_c01.jpg,0.0,0.0,0.36,0.0,0.58,0.0,2.03,1.19,0.0,0.0,0.0,0.0
E13_CT_N_c02.jpg,0.0,0.0,0.0,0.0,0.86,0.0,0.83,0.61,0.0,0.0,0.0,0.0
E13_CT_N_c03.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.27,0.0,0.0,0.0,0.0
E13_CT_N_c04.jpg,0.0,0.0,0.0,0.0,0.62,0.0,1.57,2.0,0.0,0.0,0.0,0.0
E13_CT_N_c05.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.83,0.0,0.0,0.0,0.0
E13_CT_N_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13_CT_N_c07.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.52,0.0,0.0,0.0,0.0
E13_CT_N_c08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.64,0.0,0.0,0.0,0.0
E13_CT_N_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13_CT_N_c10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.06,0.0,0.0,0.0,0.0
E13_CT_N_c11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0
E13_CT_N_c12.jpg,0.0,0.0,0.54,0.0,0.0,0.0,0.04,1.18,0.0,0.0,0.0,0.0
E13_CT_N_c13.jpg,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0
E13_CT_N_c14.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13_CT_N_c15.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.61,0.0,0.0,0.0,0.0
E13_CT_N_c16.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.75,0.0,0.0,0.0,0.0
E13_CT_N_c17.jpg,0.0,0.0,0.47,0.0,0.0,0.0,0.15,1.53,0.0,0.0,0.0,0.0
E13_CT_N_c18.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13_CT_N_c19.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.39,0.0,0.0,0.0,0.0
E13_CT_N_c20.jpg,0.0,0.0,0.04,0.0,0.0,0.0,0.85,1.18,0.0,0.0,0.0,0.0
E13_CT_N_c21.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.64,0.0,0.0,0.0,0.0
