Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E02_CT_N_c01.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c02.jpg,0.0,0.0,2.74,0.0,0.0,1.59,0.84,0.85,0.0,0.0,0.0,0.0
E02_CT_N_c03.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c04.jpg,0.0,0.0,2.38,0.0,0.0,1.13,0.73,0.11,0.0,0.0,0.0,0.0
E02_CT_N_c05.jpg,0.0,0.0,2.13,0.0,0.0,1.8,0.48,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c07.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c10.jpg,0.0,0.0,1.03,0.0,0.41,0.87,0.12,0.88,0.0,0.0,0.0,0.0
E02_CT_N_c11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c12.jpg,0.0,0.0,2.41,0.0,0.0,2.02,0.86,0.92,0.0,0.0,0.0,0.0
E02_CT_N_c13.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c14.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c15.jpg,0.0,0.0,2.91,0.0,0.0,2.14,1.0,0.85,0.0,0.0,0.0,0.0
E02_CT_N_c16.jpg,0.0,0.0,3.15,0.0,0.0,1.35,0.0,1.2,0.0,0.0,0.0,0.0
E02_CT_N_c17.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c18.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c19.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c20.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c21.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c22.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c23.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c24.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02_CT_N_c25.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
