Image,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r
E03_CT_N_c01.jpg,0.0,0.0,0.7,0.0,0.0,1.27,0.0,0.29,0.0,0.0,0.0,0.0
E03_CT_N_c02.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.07,0.0,0.0,0.0,0.0
E03_CT_N_c03.jpg,0.0,0.0,0.0,0.0,0.03,0.0,0.44,0.8,0.0,0.0,0.0,0.0
E03_CT_N_c04.jpg,0.0,0.0,0.3,0.0,0.0,0.5,0.61,1.44,0.0,0.0,0.0,0.0
E03_CT_N_c05.jpg,0.0,0.0,0.02,0.0,0.16,0.0,0.12,0.89,0.0,0.0,0.0,0.0
E03_CT_N_c06.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0
E03_CT_N_c07.jpg,0.0,0.0,0.0,0.0,0.68,0.0,0.52,0.8,0.0,0.0,0.0,0.0
E03_CT_N_c08.jpg,0.0,0.0,0.17,0.0,0.55,1.35,0.66,1.25,0.0,0.0,0.0,0.0
E03_CT_N_c09.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0
E03_CT_N_c10.jpg,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
E03_CT_N_c11.jpg,0.0,0.0,0.29,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0
E03_CT_N_c12.jpg,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.95,0.0,0.0,0.0,0.0
E03_CT_N_c13.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
E03_CT_N_c14.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
E03_CT_N_c15.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0
E03_CT_N_c16.jpg,0.0,0.0,0.0,0.0,0.3,0.0,0.45,1.07,0.0,0.0,0.0,0.0
E03_CT_N_c17.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
